uo;programa;acao;subacao;descricao_medida;descricao_produto;qtde_prevista_orig;qtde_concedida;ind_meta_cumulativa;qtde_executada_ate_per;qtde_exec_orig;qtde_exec_red;qtde_exec_total;eficacia_final;valor_orcado;valor_emp_orig;valor_liquid ;eficiencia_liq_final;sequencia_sub_acao
1011;19;2308;2;Fam�lia;Fam�lia referenciada;20.000;0;N;20.000;20.000;0;20.000;1;3.361.879,00;2.786.441,83;2.538.355,71;1,324;975
1011;19;2308;2;Fam�lia;Fam�lia referenciada;15.000;0;N;15.000;15.000;0;15.000;1;2.956.548,00;2.127.623,84;1.973.303,21;1,498;976
1011;19;2401;3;Pessoa;Crian�a / adolescente atendido;650;0;N;574;574;0;574;0,883;682.500,00;583.684,86;466.527,11;1,292;981
1011;19;2401;4;Pessoa;Jovem atendido;350;0;N;307;307;0;307;0,877;2.004.539,00;1.702.273,90;1.702.273,90;1,033;982
1011;19;2401;5;Pessoa;Pessoa atendida;6.120;0;N;1.750;1.750;0;1.750;0,286;2.352.325,00;2.847.327,27;2.730.996,02;0,246;2223
1011;19;2405;1;Fam�lia;Fam�lia atendida;248;0;N;430;430;0;430;1,734;249.100,00;435.236,76;435.236,76;0,992;2430
1011;19;2405;1;Fam�lia;Fam�lia atendida;140;0;N;204;204;0;204;1,457;811.300,00;671.001,05;671.001,05;1,762;2431
1011;19;2405;1;Fam�lia;Fam�lia atendida;248;0;N;283;283;0;283;1,141;572.200,00;707.334,22;707.334,22;0,923;2432
1011;19;2405;1;Fam�lia;Fam�lia atendida;248;0;N;327;327;0;327;1,319;367.100,00;495.685,50;495.685,50;0,977;2433
1011;19;2405;1;Fam�lia;Fam�lia atendida;140;0;N;209;209;0;209;1,493;244.200,00;529.775,81;529.775,81;0,688;2434
1011;19;2405;1;Fam�lia;Fam�lia atendida;140;0;N;205;205;0;205;1,464;243.200,00;305.001,48;299.787,12;1,188;2435
1011;19;2405;1;Fam�lia;Fam�lia atendida;248;0;N;275;275;0;275;1,109;180.500,00;232.798,62;232.798,62;0,86;2436
1011;19;2405;1;Fam�lia;Fam�lia atendida;140;0;N;83;83;0;83;0,593;594.900,00;791.114,56;791.114,56;0,446;2437
1011;19;2405;1;Fam�lia;Fam�lia atendida;248;0;N;225;225;0;225;0,907;577.500,00;958.869,57;958.869,57;0,546;2438
1011;19;2405;2;Unidade;Benef�cio concedido;11.213;0;S;6.728;6.728;0;6.728;0,6;147.000,00;103.209,38;100.470,05;0,878;1078
1011;19;2405;2;Unidade;Benef�cio concedido;11.219;0;S;11.429;11.429;0;11.429;1,019;247.000,00;125.216,28;107.762,95;2,335;1079
1011;19;2405;2;Unidade;Benef�cio concedido;11.213;0;S;7.718;7.718;0;7.718;0,688;133.000,00;118.361,89;116.713,34;0,784;1080
1011;19;2405;2;Unidade;Benef�cio concedido;11.213;0;S;6.300;6.300;0;6.300;0,562;173.000,00;102.998,33;98.667,28;0,985;1081
1011;19;2405;2;Unidade;Benef�cio concedido;11.213;0;S;7.679;7.679;0;7.679;0,685;116.500,00;98.759,43;98.214,34;0,812;1082
1011;19;2405;2;Unidade;Benef�cio concedido;11.213;0;S;9.288;9.288;0;9.288;0,828;135.000,00;105.463,58;104.204,67;1,073;1083
1011;19;2405;2;Unidade;Benef�cio concedido;11.213;0;S;7.729;7.729;0;7.729;0,689;128.000,00;117.397,05;113.877,11;0,775;1084
1011;19;2405;2;Unidade;Benef�cio concedido;11.213;0;S;4.794;4.794;0;4.794;0,428;150.000,00;82.586,86;50.836,26;1,262;1085
1011;19;2405;2;Unidade;Benef�cio concedido;11.213;0;S;4.977;4.977;0;4.977;0,444;140.000,00;112.545,44;107.594,70;0,578;1086
1011;19;2405;5;Fam�lia;Fam�lia atendida;500;0;S;0;0;0;0;0;50.000,00;0;0;#DIV/0!;2501
1011;19;2647;3;Pessoa;Pessoa atendida;6.000;0;S;9.320;9.320;0;9.320;1,553;415.050,00;360.000,00;360.000,00;1,791;983
1011;19;2879;1;Pessoa;Pessoa atendida;1.700;0;N;1.611;1.611;0;1.611;0,948;1.309.969,00;1.128.968,64;1.128.968,64;1,1;2439
1011;20;2403;2;Unidade;Vaga disponibilizada;200;0;N;200;200;0;200;1;1.336.694,00;1.327.313,92;1.286.045,20;1,039;987
1011;20;2403;3;Unidade;Vaga disponibilizada;734;0;N;734;734;0;734;1;21.729.942,00;21.502.836,71;20.899.121,01;1,04;988
1011;20;2403;5;Unidade;Vaga disponibilizada;132;0;N;132;132;0;132;1;1.930.732,00;1.830.216,57;1.822.196,57;1,06;990
1011;20;2403;6;Unidade;Vaga disponibilizada;400;0;N;400;400;0;400;1;3.426.828,00;3.375.590,28;3.324.373,92;1,031;991
1011;20;2403;8;Fam�lia;Fam�lia atendida;90;0;N;37;37;0;37;0,411;336.664,00;326.858,16;326.858,16;0,423;992
1011;20;2403;10;Unidade;Vaga disponibilizada;50;0;N;0;0;0;0;0;1.000,00;0;0;#DIV/0!;994
1011;20;2403;11;Unidade;Vaga para acolhimento;1.500;0;S;2.515;2.515;0;2.515;1,677;191.982,00;0;0;#DIV/0!;995
1011;20;2403;14;Unidade;Vaga disponibilizada;12;0;N;0;0;0;0;0;0;0;0;#DIV/0!;997
1011;20;2403;25;Unidade;Vaga disponibilizada;10;0;N;10;10;0;10;1;608.424,00;605.423,04;605.423,04;1,005;1942
1011;20;2409;1;Pessoa;Pessoa atendida;350;0;N;951;951;0;951;2,717;1.097.022,00;1.071.671,17;1.061.380,41;2,808;998
1011;20;2409;1;Pessoa;Pessoa atendida;340;0;N;813;813;0;813;2,391;680.202,00;678.701,28;678.701,28;2,396;1939
1011;20;2409;1;Pessoa;Pessoa atendida;340;0;N;0;0;0;0;0;1.500,00;0;0;#DIV/0!;2440
1011;20;2409;2;Pessoa;Crian�a / adolescente atendido;80;0;N;38;38;0;38;0,475;409.401,00;417.900,00;417.900,00;0,465;999
1011;20;2409;6;Percentual de execu��o;Obra executada;100;0;S;0;0;0;0;0;600.000,00;0;0;#DIV/0!;2419
1011;20;2410;1;Pessoa;Pessoa atendida;700;0;N;908;908;0;908;1,297;1.023.354,00;1.022.853,60;1.022.853,60;1,298;1000
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;273;0;N;263;263;0;263;0,963;3.344.329,00;2.006.087,65;1.992.351,03;1,617;1087
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;266;0;N;217;217;0;217;0,816;3.352.966,00;1.922.232,26;1.898.326,71;1,441;1088
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;364;0;N;270;270;0;270;0,742;3.081.510,00;1.900.058,11;1.886.293,11;1,212;1089
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;210;0;N;150;150;0;150;0,714;2.954.510,00;2.070.125,80;2.035.965,47;1,037;1090
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;336;0;N;209;209;0;209;0,622;2.876.929,00;2.002.527,31;1.992.570,17;0,898;1091
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;336;0;N;174;174;0;174;0,518;3.132.593,00;1.988.604,48;1.965.579,19;0,825;1092
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;378;0;N;205;205;0;205;0,542;3.403.494,00;2.240.209,72;2.223.937,67;0,83;1093
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;196;0;N;148;148;0;148;0,755;1.958.091,00;1.417.443,70;1.407.281,74;1,051;1094
1011;20;2878;1;Fam�lia;Fam�lia acompanhada;294;0;N;237;237;0;237;0,806;2.934.229,00;2.189.716,59;2.175.264,72;1,087;1095
1011;20;2878;2;Fam�lia;Fam�lia acompanhada;296;0;N;296;296;0;296;1;0;0;0;#DIV/0!;1007
1011;20;2878;3;Pessoa;Pessoa atendida;180;0;N;91;91;0;91;0,506;0;0;0;#DIV/0!;1912
1011;20;2878;3;Pessoa;Pessoa atendida;100;0;N;95;95;0;95;0,95;0;0;0;#DIV/0!;1913
1011;20;2878;3;Pessoa;Pessoa atendida;80;0;N;107;107;0;107;1,338;0;0;0;#DIV/0!;1914
1011;20;2878;3;Pessoa;Pessoa atendida;100;0;N;119;119;0;119;1,19;0;0;0;#DIV/0!;1915
1011;20;2878;3;Pessoa;Pessoa atendida;100;0;N;90;90;0;90;0,9;0;0;0;#DIV/0!;1916
1011;20;2878;3;Pessoa;Pessoa atendida;80;0;N;92;92;0;92;1,15;0;0;0;#DIV/0!;1917
1011;20;2878;3;Pessoa;Pessoa atendida;120;0;N;124;124;0;124;1,033;0;0;0;#DIV/0!;1918
1011;20;2878;3;Pessoa;Pessoa atendida;40;0;N;42;42;0;42;1,05;0;0;0;#DIV/0!;1919
1011;20;2878;3;Pessoa;Pessoa atendida;100;0;N;95;95;0;95;0,95;0;0;0;#DIV/0!;1920
1011;20;2878;4;Pessoa;Pessoa atendida;160;0;N;147;147;0;147;0,919;0;0;0;#DIV/0!;1921
1011;20;2878;4;Pessoa;Pessoa atendida;100;0;N;99;99;0;99;0,99;0;0;0;#DIV/0!;1922
1011;20;2878;4;Pessoa;Pessoa atendida;100;0;N;107;107;0;107;1,07;0;0;0;#DIV/0!;1923
1011;20;2878;4;Pessoa;Pessoa atendida;140;0;N;133;133;0;133;0,95;0;0;0;#DIV/0!;1924
1011;20;2878;4;Pessoa;Pessoa atendida;120;0;N;115;115;0;115;0,958;0;0;0;#DIV/0!;1925
1011;20;2878;4;Pessoa;Pessoa atendida;100;0;N;128;128;0;128;1,28;0;0;0;#DIV/0!;1926
1011;20;2878;4;Pessoa;Pessoa atendida;140;0;N;140;140;0;140;1;0;0;0;#DIV/0!;1927
1011;20;2878;4;Pessoa;Pessoa atendida;80;0;N;74;74;0;74;0,925;0;0;0;#DIV/0!;1928
1011;20;2878;4;Pessoa;Pessoa atendida;120;0;N;141;141;0;141;1,175;0;0;0;#DIV/0!;1929
1011;20;2878;5;Pessoa;Adolescente atendido;2.400;0;S;3.160;3.160;0;3.160;1,317;39.533,00;1.015,60;1.015,60;51,252;1010
1011;20;2878;6;Pessoa;Pessoa abordada;100;0;N;154;154;0;154;1,54;500;0;0;#DIV/0!;1769
1011;20;2878;6;Pessoa;Pessoa abordada;400;0;N;595;595;0;595;1,488;500;0;0;#DIV/0!;1770
1011;20;2878;6;Pessoa;Pessoa abordada;200;0;N;158;158;0;158;0,79;500;0;0;#DIV/0!;1771
1011;20;2878;6;Pessoa;Pessoa abordada;100;0;N;111;111;0;111;1,11;500;0;0;#DIV/0!;1772
1011;20;2878;6;Pessoa;Pessoa abordada;200;0;N;117;117;0;117;0,585;600;0;0;#DIV/0!;1773
1011;20;2878;6;Pessoa;Pessoa abordada;150;0;N;135;135;0;135;0,9;500;0;0;#DIV/0!;1774
1011;20;2878;6;Pessoa;Pessoa abordada;150;0;N;69;69;0;69;0,46;1.000,00;0;0;#DIV/0!;1775
1011;20;2878;6;Pessoa;Pessoa abordada;150;0;N;137;137;0;137;0,913;1.000,00;0;0;#DIV/0!;1776
1011;20;2878;6;Pessoa;Pessoa abordada;100;0;N;135;135;0;135;1,35;500;0;0;#DIV/0!;1777
1011;20;2878;7;Pessoa;Pessoa atendida;450;0;N;450;450;0;450;1;2.100.000,00;0;0;#DIV/0!;1012
1011;20;2878;8;Pessoa;Crian�a / adolescente atendido;612;0;N;400;400;0;400;0,654;258.239,00;57.243,80;51.388,60;3,284;1013
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;300.000,00;398.787,39;398.783,24;0,752;941
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;6.204,75;6.204,75;0,806;1104
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;6.204,75;6.204,75;0,806;1105
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;6.950,75;6.950,75;0,719;1106
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;5.626,07;5.626,07;0,889;1107
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;6.652,35;6.652,35;0,752;1108
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;6.353,95;6.353,95;0,787;1109
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;6.204,75;6.204,75;0,806;1110
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;7.529,43;7.529,43;0,664;1111
1011;113;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;5.000,00;6.204,75;6.204,75;0,806;1112
1011;113;2334;28;Pessoa;Participantes;100;0;N;158;158;0;158;1,58;3.000,00;0;0;#DIV/0!;2200
1011;113;2334;28;Pessoa;Participantes;100;0;N;119;119;0;119;1,19;3.000,00;0;0;#DIV/0!;2201
1011;113;2334;28;Pessoa;Participantes;100;0;N;251;251;0;251;2,51;3.000,00;0;0;#DIV/0!;2202
1011;113;2334;28;Pessoa;Participantes;100;0;N;113;113;0;113;1,13;3.000,00;0;0;#DIV/0!;2203
1011;113;2334;28;Pessoa;Participantes;100;0;N;588;588;0;588;5,88;3.000,00;0;0;#DIV/0!;2204
1011;113;2334;28;Pessoa;Participantes;100;0;N;133;133;0;133;1,33;3.000,00;0;0;#DIV/0!;2205
1011;113;2334;28;Pessoa;Participantes;100;0;N;382;382;0;382;3,82;3.000,00;0;0;#DIV/0!;2206
1011;113;2334;28;Pessoa;Participantes;100;0;N;142;142;0;142;1,42;3.000,00;0;0;#DIV/0!;2207
1011;113;2334;28;Pessoa;Participantes;100;0;N;110;110;0;110;1,1;3.000,00;0;0;#DIV/0!;2208
1011;113;2348;1;Pessoa;Pessoa capacitada;2.500;0;S;1.020;1.020;0;1.020;0,408;651.369,00;13.446,94;7.503,94;35,416;942
1011;113;2348;2;Unidade;Informativo e pe�a publicit�ria;250;0;S;125;125;0;125;0,5;53.000,00;0;0;#DIV/0!;943
1011;113;2348;3;Unidade;Evento produzido;120;0;S;93;93;0;93;0,775;2.000,00;0;0;#DIV/0!;944
1011;113;2348;6;Pessoa;Pessoa capacitada;1.044;0;S;129;129;0;129;0,124;307.618,00;0;0;#DIV/0!;947
1011;113;2348;7;Pessoa;Pessoa capacitada;80;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1825
1011;113;2350;1;Unidade;Sistema implantado;2;0;S;1;1;0;1;0,5;1.500,00;0;0;#DIV/0!;948
1011;113;2350;3;Unidade;Diagn�stico realizado;1;0;S;1;1;0;1;1;450.000,00;19.790,01;19.790,01;22,739;950
1011;113;2350;6;Unidade;Estudo de custo realizado;2;0;S;0;0;0;0;0;150.000,00;0;0;#DIV/0!;1855
1011;113;2351;1;Unidade;Atendimento realizado;300;0;S;254;254;0;254;0,847;667.378,00;0;0;#DIV/0!;954
1011;113;2804;3;Unidade;Banheiro m�vel;3;0;S;0;0;0;0;0;1.000.000,00;0;0;#DIV/0!;2502
1011;234;2403;1;Unidade;Vaga disponibilizada;74;0;N;65;65;0;65;0,878;944.914,00;924.631,08;920.990,64;0,901;2279
1011;234;2403;7;Unidade;Vaga disponibilizada;174;0;N;134;134;0;134;0,77;2.237.884,00;2.466.603,47;2.459.906,47;0,701;1015
1011;234;2403;9;Fam�lia;Fam�lia Habilitada;30;0;N;26;26;0;26;0,867;248.014,00;248.013,30;231.999,60;0,926;1638
1011;234;2403;12;Unidade;Vaga disponibilizada;65;0;N;45;45;0;45;0,692;2.394.200,00;1.781.531,82;1.689.671,92;0,981;2280
1011;234;2403;17;Unidade;Vaga disponibilizada / m�s;20;0;N;20;20;0;20;1;423.130,00;422.628,76;410.319,24;1,031;1017
1011;234;2403;20;Unidade;Fam�lia beneficiada;30;0;N;21;21;0;21;0,7;0;0;0;#DIV/0!;993
1011;234;2409;3;Pessoa;Pessoa atendida / m�s;150;0;N;37;37;0;37;0,247;1.153.948,00;1.016.825,99;848.805,99;0,335;2281
1011;235;2401;1;Pessoa;Idoso atendido;6.030;0;N;3.097;3.097;0;3.097;0,514;405.110,00;775.378,92;632.436,12;0,329;2441
1011;235;2403;16;Unidade;Vaga disponibilizada;968;0;N;968;968;0;968;1;15.374.606,00;15.923.448,00;15.528.666,00;0,99;2442
1011;235;2879;2;Pessoa;Pessoa atendida;584;0;N;492;492;0;492;0,842;4.174.394,00;4.052.323,56;3.376.936,30;1,041;2282
1011;237;2404;1;Unidade;Vaga disponibilizada;1.055;0;S;1.231;1.231;0;1.231;1,167;1.606.237,00;1.534.088,29;1.534.088,29;1,222;1029
1011;237;2647;1;Unidade;Vagas abertas;4.000;0;S;5.839;5.839;0;5.839;1,46;0;0;0;#DIV/0!;1946
1011;237;2647;2;Unidade;Vagas abertas;300;0;N;173;173;0;173;0,577;3.914.500,00;1.845.366,00;1.845.366,00;1,223;1031
1011;241;2403;19;Unidade;Unidade Implantada;1;0;S;1;1;0;1;1;500;0;0;#DIV/0!;1033
1011;241;2403;24;Unidade;Vaga disponibilizada;12;0;N;12;12;0;12;1;1.000,00;0;0;#DIV/0!;1948
1011;241;2873;6;Pessoa;mulher atendida;100;0;S;0;0;0;0;0;100.000,00;0;0;#DIV/0!;2420
1013;163;2859;5;Unidade;Projeto apoiado;9;0;S;6;6;0;6;0,667;955.195,00;672.602,98;672.602,98;0,947;651
1013;163;2859;2;Unidade;Projeto apoiado;6;0;S;9;9;0;9;1,5;1.000.000,00;573.664,94;490.034,31;3,061;648
1013;163;2859;3;Unidade;Projeto apoiado;23;0;S;35;35;0;35;1,522;4.269.110,00;1.705.935,41;1.630.243,66;3,985;649
1013;163;2859;4;Unidade;Projeto apoiado;2;0;S;2;2;0;2;1;2.600.000,00;541.737,16;541.737,16;4,799;650
1013;163;2860;4;Unidade;Publica��o realizada;4;0;S;1;1;0;1;0,25;222.695,00;8.390,00;8.390,00;6,636;659
1013;163;2860;1;Unidade;Projeto apoiado;3;0;S;1;1;0;1;0,333;477.000,00;12.000,00;12.000,00;13,25;656
1013;163;2859;18;Unidade;Projeto apoiado;2;0;S;2;2;0;2;1;406.500,00;26.368,50;23.012,80;17,664;1965
1013;163;2859;17;Unidade;Evento realizado;3;0;S;1;1;0;1;0,333;762.000,00;12.000,00;12.000,00;21,167;1964
1013;163;2860;2;Unidade;Projeto apoiado;3;0;S;1;1;0;1;0,333;700.000,00;1.072,56;1.071,18;217,828;657
1013;163;2860;3;Unidade;Evento realizado;4;0;S;8;8;0;8;2;307.500,00;0;0;#DIV/0!;658
1013;163;2860;5;Unidade;Campanha realizada;4;0;S;0;0;0;0;0;600.000,00;0;0;#DIV/0!;660
1013;163;2860;8;Unidade;Projeto apoiado;4;0;S;0;0;0;0;0;400.000,00;0;0;#DIV/0!;1963
1014;132;2761;1;Unidade;Refei��o Servida;15.000.000;0;S;13.646.508;13.646.508;0;13.646.508;0,91;7.526.935,00;8.318.062,35;6.745.751,63;1,015;14
1014;132;2761;2;Unidade;Refei��o Servida;21.000.000;0;S;21.234.757;21.234.757;0;21.234.757;1,011;7.143.190,00;7.889.867,58;6.564.256,93;1,1;13
1014;132;2761;3;Unidade;Refei��o Servida;24.000.000;0;S;20.556.979;20.556.979;0;20.556.979;0,857;10.927.520,00;10.300.564,13;8.799.790,08;1,064;15
1014;132;2761;4;Unidade;Refei��o Servida;1.700.000;0;S;2.449.617;2.449.617;0;2.449.617;1,441;1.125.996,00;1.083.207,66;764.191,63;2,123;16
1014;132;2761;8;Unidade;Refei��o Servida;17.000.000;0;S;19.585.767;19.585.767;0;19.585.767;1,152;8.661.048,00;10.022.860,16;7.496.792,30;1,331;20
1014;207;2761;6;Percentual de execu��o;Percentual da demanda atendida;100;0;N;100;100;0;100;1;0;0;0;#DIV/0!;18
1018;127;2333;1;Unidade;Atividade realizada;4;0;S;0;0;0;0;0;160.000,00;0;0;#DIV/0!;2461
1018;127;2697;2;Pessoa;Pessoa capacitada;100;0;S;0;0;0;0;0;700.000,00;0;0;#DIV/0!;1975
1018;127;2697;3;Unidade;Projeto apoiado;25;0;S;5;5;0;5;0,2;5.350.000,00;2.825.270,03;2.439.326,84;0,439;1976
1021;132;2120;2;Unidade;Refei��o Servida;2.500.000;0;S;1.533.539;;;;;1.200.000,00;758.764,31;758.764,31;;22
1021;132;2120;4;Unidade;Refei��o Servida;3.000.000;0;S;1.309.422;;;;;1.000.000,00;559.597,56;559.597,56;;24
1021;132;2120;5;Quilo;Alimento doado;250.000;0;S;113.300;;;;;644.000,00;224.829,95;224.829,95;;25
1021;132;2120;6;Pessoa;Pessoa beneficiada;700;0;S;140;;;;;1.000,00;0;0;;26
1021;132;2121;1;Pessoa;Produtor beneficiado;300;0;S;53;;;;;1.000,00;0;0;;2295
1021;132;2121;2;Percentual de execu��o;Equipamento p�blico implantado;40;0;S;0;;;;;1.000,00;0;0;;2296
1021;132;2121;3;Unidade;Projeto elaborado;5;0;S;0;;;;;1.000,00;0;0;;2297
1021;132;2121;5;Quilo;Alimento comercializado;1.500.000;0;S;295.533;;;;;2.000,00;0;0;;2298
1021;132;2121;6;Quilo;Alimento comercializado;250.000;0;S;83.175;;;;;1.000,00;0;0;;2299
1021;132;2121;7;Unidade;Horta ativa;230;0;N;151;;;;;42.650,00;0;0;;2300
1021;132;2121;8;Unidade;Pomar ativo;60;0;N;51;;;;;1.800,00;0;0;;2301
1021;132;2121;9;Pessoa;Pessoa atendida;400;0;S;0;;;;;1.000,00;0;0;;2302
1021;132;2121;10;Pessoa;Produtor beneficiado;40;0;N;8;;;;;1.000,00;0;0;;2303
1021;132;2305;1;Quilo;Alimento comercializado;40.000.000;0;S;21.630.432;;;;;1.000,00;0;0;;40
1021;132;2305;2;Unidade;Feira realizada;61;0;N;61;;;;;0;0;0;;41
1021;234;2120;8;Unidade;Refei��o Servida;750.000;0;S;509.049;;;;;450.000,00;266.267,88;266.267,88;;28
1021;235;2120;9;Unidade;Refei��o Servida;2.500.000;0;S;1.591.040;;;;;1.200.000,00;694.637,53;694.637,53;;451
1021;236;2331;2;Pessoa;Pessoa Participante;9.000;0;S;7.444;;;;;40.000,00;14.132,10;14.132,10;;134
1021;236;2331;3;Pessoa;Pessoa Participante;5.000;0;S;1.741;;;;;500;0;0;;135
1021;236;2331;4;Unidade;Campanha realizada;5;0;S;3;;;;;1.000,00;0;0;;136
1021;236;2331;5;Pessoa;Pessoa capacitada;400;0;S;354;;;;;72.500,00;28.997,07;28.997,07;;137
1021;236;2331;6;Pessoa;pessoa qualificada;660;0;S;456;;;;;122.000,00;30.364,53;30.364,53;;139
1021;236;2331;8;Unidade;Estudo / pesquisa realizado;12;0;S;6;;;;;57.021,00;21.373,02;21.373,02;;142
1021;236;2331;9;Pessoa;Pessoa atendida;2.200;0;S;1.692;;;;;1.000,00;0;0;;2304
1021;236;2331;11;Unidade;Parecer emitido;200;0;S;208;;;;;0;0;0;;141
1022;236;2856;1;Unidade;Aluno beneficiado;14.000;0;S;12.089;12.089;0;12.089;0,864;4.500.000,00;3.488.017,20;3.488.017,20;1,114;598
1200;7;2321;1;Pessoa;Frequentadores;200.000;0;S;133.550;;;;;725.200,00;312.438,44;312.438,44;;429
1200;7;2900;8;Unidade;Feira realizada;207;0;S;103;;;;;949.500,00;515.443,32;515.443,32;;1716
2000;60;2897;1;Unidade;A��o integrada para atendimento de ocorr�ncia;4.000;0;S;3.111;;;;;1.185.160,00;590.204,22;590.204,22;;2164
2000;93;2334;16;Unidade;Estudo / pesquisa realizado;2;0;S;2;2;0;2;1;0;0;0;#DIV/0!;961
2000;93;2334;18;Unidade;Evento realizado;10;10;S;0;0;0;0;0;0;0;0;#DIV/0!;2827
2000;93;2334;19;Unidade;Conselho monitorado;24;24;N;24;24;24;24;1;0;0;0;#DIV/0!;2828
2000;93;2334;20;Unidade;Material informativo produzido;7;7;S;0;0;0;0;0;0;0;0;#DIV/0!;2829
2000;93;2334;21;Unidade;Evento realizado;50;50;S;0;0;0;0;0;250.000,00;0;0;#DIV/0!;2830
2000;227;2334;4;Unidade;Sistema implantado;1;1;S;0;0;0;0;0;0;0;0;#DIV/0!;2831
2000;227;2334;5;Unidade;Forma��o Realizada;10;10;S;13;0;13;13;1,3;0;0;0;#DIV/0!;2832
2000;227;2334;6;Unidade;Funcionalidade implantada;1;1;S;0;0;0;0;0;0;0;0;#DIV/0!;2833
2000;227;2334;9;Unidade;OP Realizado;1;9;S;0;0;0;0;0;0;0;0;#DIV/0!;2834
2000;227;2334;11;Unidade;OPCA realizado;1;0;;1;1;0;1;1;5.000,00;0;0;#DIV/0!;967
2000;227;2334;15;Unidade;Reuni�o realizada;18;62;S;40;4;40;44;2,444;50.000,00;0;0;#DIV/0!;2838
2000;227;2334;25;Unidade;Programa implantado;1;1;S;0;0;0;0;0;0;0;0;#DIV/0!;2839
2000;236;2819;3;Unidade;Confer�ncia realizada;10;0;S;0;;;;;10.000,00;0;0;;675
2000;236;2819;4;Unidade;Forum realizado;9;0;S;1;;;;;22.500,00;2.191,00;2.191,00;;676
2000;241;2873;2;Unidade;Sistema implantado;1;0;S;0;;;;;10.000,00;0;0;;2148
2000;241;2873;3;Unidade;Confer�ncia realizada;1;0;S;0;;;;;5.000,00;0;0;;2149
2003;93;2334;18;Unidade;Evento realizado;10;0;S;0;;;;;0;0;0;;963
2003;93;2334;19;Unidade;Conselho monitorado;24;0;N;24;;;;;0;0;0;;964
2003;93;2334;20;Unidade;Material informativo produzido;7;0;S;0;;;;;0;0;0;;965
2003;93;2334;21;Unidade;Evento realizado;50;0;S;0;;;;;250.000,00;0;0;;966
2003;227;2334;4;Unidade;Sistema implantado;1;0;S;0;;;;;0;0;0;;2187
2003;227;2334;5;Unidade;Forma��o Realizada;10;0;S;0;;;;;0;0;0;;956
2003;227;2334;6;Unidade;Funcionalidade implantada;1;0;S;0;;;;;0;0;0;;957
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;548
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;550
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;551
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;561
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;600
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;645
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;959
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;1442
2003;227;2334;9;Unidade;OP Realizado;1;0;S;0;;;;;0;0;0;;1443
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;4;;;;;5.000,00;0;0;;549
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;3;;;;;5.000,00;0;0;;552
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;3;;;;;5.000,00;0;0;;554
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;4;;;;;5.000,00;0;0;;562
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;4;;;;;5.000,00;0;0;;599
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;3;;;;;5.000,00;0;0;;646
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;4;;;;;5.000,00;0;0;;1444
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;4;;;;;5.000,00;0;0;;1445
2003;227;2334;15;Unidade;Reuni�o realizada;9;0;S;4;;;;;5.000,00;0;0;;1447
2003;227;2334;15;Unidade;Reuni�o realizada;18;0;S;4;;;;;5.000,00;0;0;;2242
2003;227;2334;25;Unidade;Programa implantado;1;0;S;0;;;;;0;0;0;;1717
2004;9;1323;1;Unidade;Curso realizado;7;0;S;0;;;;;300.000,00;0;0;;670
